"rank","slug","source","n_jobs","top_titles","sample_description","industry","confidence"
"1347","rover","lever","15","Database Reliability Engineer | Director of Analytics | Head of HR - International | Lead Data Analyst - Marketing | Lead/Senior Software Engineer","Who we are: At Rover, pets and their people are at the heart of everything we do. We connect pet parents with trusted pet care across the U.S., Canada, Europe, and Australia. Headquartered in Seattle and Barcelona, we’re a values driven, fast-growing tech company focused on building safe and personalized experiences tailored to the needs of each unique pet. We’re investing in AI as a business acce","tech_software_internet","high"
"1348","rxo-inc","linkedin","15","Logistics Clerk | Account Executive | Director, Operations | Customer Service Rep | Specialist, Logistics","Accelerate your career at RXO. RXO is a leading provider of transportation solutions. With cutting-edge technology at the center, we’re revolutionizing the industry with our massive network and commitment to finding solutions for every challenge. We create more efficient ways for shippers and carriers to transport goods across North America. As a Logistics Clerk at RXO, your strong work ethic and ","transportation_logistics","high"
"1349","saicon","linkedin","15","E-Discovery Project Manager | Web Portal Content Manager | Financial Operations Analyst | Operations Program Manager | System Test Engineer","Job title : Chief of Staff – Executive Business ManagerLocation : Austin TX (hybrid)Duration: 1 year THE ROLE:The Chief of Staff is the chief operating officer for the global Server Business Unit. In this “hands-on” role, you will manage daily operations and serve as a focal point for communication and interaction within the management team. Finally, the Chief of Staff acts as a trusted advisor to","consulting_professional_services","high"
"1350","sam-engineering-equipment-m-bhd","jobstreet","15","SENIOR ACCOUNTS OFFICER (COSTING) | Facilities Engineer | IT Application Engineer (Software Developer) | Manufacturing Engineer | Senior Account Officer","[Category: Human Resources & Recruitment / Organisational Development] To lead HR Shared Service daily operations processes and ensure job assigned complete within deadline, maintain the accuracy of employees’ records and protecting Data Privacy. Roles and Responsibilities: • Responsible for leading a team HR Officers, ensuring the effective and efficient delivery of HR Operational processes, incl","defense_aerospace","high"
"1351","sandia-national-laboratories","linkedin","15","Counsel - Patent/Intellectual Property Attorney - Onsite | Manager, Geospatial Data Analytics Program Development - Albuquerque (Onsite) | Product Design Engineer - Mechanical Systems (Experienced) - Onsite | Postdoctoral Appointee - Electronic Materials and Devices (Onsite) | R&D Systems Engineer (Early/Mid-Career)","About Sandia Sandia National Laboratories is the nation’s premier science and engineering lab for national security and technology innovation, with teams of specialists focused on cutting-edge work in a broad array of areas. Some of the main reasons we love our jobs: Challenging work with amazing impact that contributes to security, peace, and freedom worldwideExtraordinary co-workersSome of the b","defense_aerospace","high"
"1352","scarlet","ashby","15","Business Development Representative | Account Executive | Medical Device Quality Engineer | Work at Scarlet | Lead Auditor - Contractor role","Our mission is to hasten the transition to universally accessible healthcare. We are authorised by governments to assess and grant market access to medical AIs. Our groundbreaking approach enables the most innovative technology to reach patients safely and quickly. Scarlet is the pre-eminent authority on AI medical devices. We serve customers that matter. Companies building bleeding-edge medical A","consulting_professional_services","medium"
"1353","schmidt-entities","lever","15","AI Communications Manager | AI Institute Fellow in Residence | Associate Director of Technology Leadership (Robotics) | Compute Infrastructure Engineer, AI and Advanced Computing Institute | Compute Software Engineer, AI and Advanced Computing Institute","Schmidt Sciences is a nonprofit organization founded in 2024 by Eric and Wendy Schmidt that works to accelerate scientific knowledge and breakthroughs with the most promising, advanced tools to support a thriving planet. The organization prioritizes research in areas poised for impact including AI and advanced computing, astrophysics, biosciences, climate, and space—as well as supporting researche","nonprofit","medium"
"1354","searchable","ashby","15","Software Engineer | Operations Lead | Data Analyst | Content & Personal Brand Manager | YouTube Content Creator & Host","About Searchable We're building the future of AI search visibility. As ChatGPT, Claude, and Perplexity reshape how people find information, we help brands understand and optimize their presence in this new landscape. Backed by top angels and VCs, we're creating the essential platform for the AI search era. Our core values: Move Fast We make decisions quickly and get things done. Progress matters m","tech_software_internet","low"
"1355","shortstory","ashby","15","Personal Stylist (Remote CA, WA, NV, TX, OH, GA, FL, NC, SC) | Fulfillment Associate | Client Experience Associate (International) | Senior Software Engineer, Full Stack (US, Canada, SF) | Founding Recruiter","Our Story: Short Story is an award winning, technology-powered retailer dedicated to petite women 5'4"" and under. Our mission is to create a seamless shopping experience for millions of petite women so they can dress with effortless confidence. As a fast-growing startup, we're revolutionizing retail with a data-driven learning system that leverages customer feedback to create tailored products. We","retail_ecommerce","high"
"1356","simular","ashby","15","People & Operations Intern | Software Engineer, Agent Infrastructure | Software Engineer, Agentic Applications | Forward Deployed Engineer | PhD Research Intern","We're looking for an engineer who cares about growth metrics as much as they care about code quality. You'll build the data infrastructure and product experiments that drive how we grow, working closely with the GTM team to turn user insights into shipped product. What you'll do Build and own the growth data stack: event tracking, attribution, experimentation infra. Design and ship product experim","tech_software_internet","high"
"1357","skillsoft","greenhouse","15","Acquisition Account Executive | Bilingual Product Support Coordinator | Customer Support Coordinator | Federal Account Executive | Growth Account Executive","At Skillsoft, we believe skills fuel growth.&nbsp;Our mission is to empower every organization and every learner to turn constant change into continuous growth. As part of the team, your skills will help organizations understand what skills they have, what they need next, and how to apply them in ways that drive real performance and progress. &nbsp; Account Executive – Public Sector &nbsp; Skillso","tech_software_internet","high"
