slug,industry,confidence
dataskate,consulting_professional_services,medium
davistechnologymanagement,consulting_professional_services,high
daybreakgames,gaming,high
daydream,tech_software_internet,medium
delima-kinta-sdn-bhd,automotive,medium
delta-dental-ins,finance_insurance,high
delta-system-software-inc,consulting_professional_services,high
democracyforward,nonprofit,high
detroitlions,media_entertainment,high
dfi-retail-group,retail_ecommerce,high
diligent,real_estate_construction,medium
diligente-technologies,consulting_professional_services,high
direct-sales-recruiting-llc,consulting_professional_services,high
disqo,media_entertainment,high
diversified-automation,manufacturing,high
dollskill,retail_ecommerce,high
dp-professionals-dpp,consulting_professional_services,high
dps-group-global,consulting_professional_services,high
drb-hicom-berhad,automotive,high
dream-finders-homes,real_estate_construction,high
dropee,tech_software_internet,high
duke-energy-corporation,energy_utilities,high
e-business-international-inc,consulting_professional_services,high
ecco-select,consulting_professional_services,high
educative,tech_software_internet,high
edwards-lifesciences-malaysia-sdn-bhd,healthcare_devices,high
ekohealth,healthcare_devices,high
electrolux-group,consumer_brands,high
elektrisola-m-sdn-bhd,manufacturing,high
elementscience,healthcare_devices,high
embrace,tech_software_internet,high
emslinqinc,tech_software_internet,high
enboarder,tech_software_internet,high
endeavor,media_entertainment,high
eng-han-bina-sdn-bhd,real_estate_construction,medium
enhesa,consulting_professional_services,high
enterprise-peak,consulting_professional_services,high
epay-policy,finance_fintech,high
epic-games,gaming,high
epicor-software-m-sdn-bhd,tech_software_internet,high
esusu,tech_software_internet,high
esw,tech_software_internet,high
evergreennephrology,healthcare_provider,high
evergy,energy_utilities,high
evernorth-health-services,healthcare_provider,high
expel,tech_software_internet,high
express,retail_ecommerce,high
ezytronic-sdn-bhd,retail_ecommerce,medium
fairmont-orchid-hawaii,hospitality_food_service,high
fannie-mae,finance_fintech,high
finary,finance_fintech,high
finsterai,finance_fintech,high
first-pavilion-trading-sdn-bhd,consulting_professional_services,medium
flashpoint.io,tech_software_internet,high
fletcherjonesmotorcars,automotive,high
flipdish,tech_software_internet,high
flipp,tech_software_internet,high
flock,finance_insurance,high
flowserve-corporation,manufacturing,high
fluxer-technology-sdn-bhd,tech_software_internet,medium
focalsystems,tech_software_internet,high
focus-point-vision-care-group-sdn-bhd,healthcare_devices,high
foot-locker,retail_ecommerce,high
fortesys-sdn-bhd,tech_software_internet,high
fragomen-malaysia-sdn-bhd,legal_services,high
freed,tech_software_internet,high
fresenius-medical-care-production-sdn-bhd,healthcare_provider,high
friends-of-youth,nonprofit,high
fti-consulting,consulting_professional_services,high
futureof-life,nonprofit,high
futures-consulting-llc,consulting_professional_services,high
gaf,manufacturing,high
galactic-minds-inc,defense_aerospace,medium
gameseven,media_entertainment,high
garage,tech_software_internet,medium
gd-pavilion-sdn-bhd,real_estate_construction,medium
genesys,tech_software_internet,high
genisis-technology-solutions,consulting_professional_services,high
genomics,healthcare_pharma_biotech,high
genpact-malaysia-sdn-bhd,consulting_professional_services,high
georgia-it-inc,consulting_professional_services,high
georgia-tech-research-institute,defense_aerospace,high
getground,finance_fintech,high
globalaccelerator,consulting_professional_services,high
globalelitecareers,finance_insurance,high
glocomms,consulting_professional_services,high
glory-global-solutions-m,tech_hardware_semiconductors,high
gmo,finance_fintech,high
gptzero,tech_software_internet,high
grand-fitness,consumer_brands,medium
granite-construction,real_estate_construction,high
graphic-packaging-international-llc,manufacturing,high
graphite,tech_software_internet,high
greenwaveradios,telecommunications,high
grotto,tech_software_internet,medium
gsa,public_sector_government,high
gsk,healthcare_pharma_biotech,high
gwkinvestmentmanagementllc,finance_fintech,high
h-r-block,finance_fintech,high
halliburton,energy_utilities,high
hanover-park,finance_fintech,medium
hard-rock-hotel-casino-bristol,media_entertainment,high
harmony-new-energy-auto-service-malaysia-sdn-bhd,automotive,high
harris-computer,tech_software_internet,high
harrisenergysolutions,energy_utilities,high
harrison.ai,tech_software_internet,high
haus,media_entertainment,high
hcesquared,consulting_professional_services,medium
hcl-global-systems-inc,consulting_professional_services,high
healthfirst,finance_insurance,high
hearthside-food-solutions,agriculture_food_production,high
henderson-scott,consulting_professional_services,high
henkel,consumer_brands,high
henry-butcher-malaysia-mont-kiara-sdn-bhd,real_estate_construction,high
herbaline-global-wellness-group,consumer_brands,high
herm-s,retail_ecommerce,high
heymilo,tech_software_internet,high
hilti-north-america,manufacturing,high
hka-enterprises,consulting_professional_services,high
hong-poh-engineering-construction-sdn-bhd,real_estate_construction,high
housinganywhere,real_estate_construction,high
hpmt-industries-sdn-bhd,manufacturing,high
hrc-international,hospitality_food_service,high
hubbell-incorporated,manufacturing,high
hubblenetwork,defense_aerospace,high
hugo-boss-malaysia-sdn-bhd,consumer_brands,high
hunter-douglas-inc,manufacturing,high
hwa-tai-industries-berhad,agriculture_food_production,high
hyperfine53,healthcare_devices,high
hyperproof,tech_software_internet,high
icon-strategic-solutions,healthcare_pharma_biotech,high
iconsultera,consulting_professional_services,high
ideogram,tech_software_internet,high
iff,consumer_brands,high
ikimie-technology,consulting_professional_services,medium
imbibeinc,consumer_brands,high
imcs-group,healthcare_provider,high
inazume-m-sdn-bhd,real_estate_construction,medium
inductive-bio,healthcare_pharma_biotech,high
inmarket,media_entertainment,high
institut-darul-ridzuan-bhd,public_sector_government,medium
intco-malaysia-sdn-bhd,manufacturing,high
intelligent-advisory-sdn-bhd,consulting_professional_services,medium
intermexwiretransfer,finance_fintech,high
iscistech-business-solutions-sdn-bhd,consulting_professional_services,medium
itmax-system-berhad,tech_software_internet,high
jito.wtf,finance_fintech,high
jmawireless,telecommunications,high
jobsguru-sdn-bhd,consulting_professional_services,medium
joul,consulting_professional_services,high
jp-morgan-chase-bank-bhd,finance_banking,high
jti-japan-tobacco-international,consumer_brands,high
jubin-bms-1990-sdn-bhd,real_estate_construction,medium
judge-direct-placement,consulting_professional_services,high
kaefer-integrated-services-pty-ltd,consulting_professional_services,high
kaizenlabs,tech_software_internet,high
kastle,tech_software_internet,high
kejuruteraan-qks-sdn-bhd,real_estate_construction,medium
kepler-ai,tech_software_internet,high
kinergy-limited,energy_utilities,medium
kiss-products-inc,consumer_brands,high
kivaorg,nonprofit,high
kl-wellness-city-sdn-bhd,real_estate_construction,high
kloeckner-metals-americas,manufacturing,high
koda-woodcraft-sdn-bhd,manufacturing,high
koperasi-tentera,finance_banking,high
kpdnhep,public_sector_government,high
kraftonindia,gaming,high
kraken-kinetics,defense_aerospace,high
kunai,consulting_professional_services,high
kustomer,tech_software_internet,high
langfuse,tech_software_internet,high
larkinstreetyouthservices,nonprofit,high
lattice,tech_software_internet,high
leapwork,tech_software_internet,high
legend-integrated-logistics-sdn-bhd,transportation_logistics,high
levelup-hcs,consulting_professional_services,high
lig,consulting_professional_services,medium
linde-malaysia-sdn-bhd,manufacturing,high
linqia,media_entertainment,high
livein-sdn-bhd,real_estate_construction,medium
livescore9,gaming,high
louis-vuitton,consumer_brands,high
lovesac,retail_ecommerce,high
lucenxia-m-sdn-bhd,healthcare_devices,medium
lyondellbasell,manufacturing,high
m3,tech_software_internet,high
macom,tech_hardware_semiconductors,high
macquarie-group,finance_banking,high
magentic,tech_software_internet,high
magnit,consulting_professional_services,high
magnum-4d-berhad,gaming,high
mainstay,consulting_professional_services,medium
majuhome,retail_ecommerce,high
makita-power-tools-malaysia-sdn-bhd,manufacturing,high
manscaped,consumer_brands,high
mapletree-investments-pte-ltd,real_estate_construction,high
marloo,tech_software_internet,medium
massmutual,finance_insurance,high
matic,finance_insurance,high
mattress-firm,retail_ecommerce,high
mcdonald-s-malaysia-gerbang-alaf-restaurants-sdn-bhd,hospitality_food_service,high
md-capital-berhad,finance_fintech,medium
metron,defense_aerospace,high
metronet,telecommunications,high
midstream,tech_software_internet,medium
milton-cat,manufacturing,high
miracle-software-systems-inc,consulting_professional_services,high
miracom-hive,consulting_professional_services,medium
mirelo,tech_software_internet,high
mishimoto,automotive,high
mka-cabinet-design-m-sdn-bhd,real_estate_construction,medium
mobiik,consulting_professional_services,high
mobile-mini-solutions,real_estate_construction,high
mobilityware,gaming,high
momentumcompany3,tech_software_internet,medium
mondelez-malaysia-sdn-bhd,consumer_brands,high
mondo,consulting_professional_services,high
monkey-s-canopy-resort,hospitality_food_service,high
mosaic,finance_fintech,high
mosaic-life-care,healthcare_provider,high
msa-the-safety-company,manufacturing,high
mulia-property-development-sdn-bhd,real_estate_construction,high
my-e-g-services-bhd,tech_software_internet,high
my-hero-hypermarket-sdn-bhd,retail_ecommerce,high
mytos,healthcare_pharma_biotech,high
nagaworld,media_entertainment,high
nanofilm-technologies-international-ltd,manufacturing,high
nebula,consulting_professional_services,high
netsmart,tech_software_internet,high
new-relic,tech_software_internet,high
newpages-network-sdn-bhd,tech_software_internet,medium
nextracker-inc,energy_utilities,high
nibiru,finance_fintech,high
nikola-corporation,automotive,high
ninedotholdingsinc,real_estate_construction,medium
noblis,defense_aerospace,high
nomos,tech_software_internet,medium
nory,tech_software_internet,high
novel-leap-sdn-bhd,finance_fintech,medium
npowermedicine,healthcare_pharma_biotech,high
nsrg,finance_fintech,high
ocean-labs-technology-sdn-bhd,consulting_professional_services,medium
offgamers-sdn-bhd,gaming,high
office-of-personnel-management,public_sector_government,high
oleria-security,tech_software_internet,high
onbe,finance_fintech,high
one-it-corp,consulting_professional_services,high
onecampaign,nonprofit,high
oneleet,tech_software_internet,high
opencoreventures,consulting_professional_services,medium
opti-staffing-group,consulting_professional_services,high
ordergroove,tech_software_internet,high
oriongroup,consulting_professional_services,medium
outset,tech_software_internet,medium
owens-corning,manufacturing,high
panteracapitalcareers,finance_fintech,high
paralleldomain,tech_software_internet,high
partnership-healthplan-of-california,finance_insurance,high
partumhealth,healthcare_provider,high
payzen-inc,finance_fintech,high
pc-group,real_estate_construction,medium
pelaburan-hartanah-berhad,real_estate_construction,high
pembinaan-sujaman-sdn-bhd,real_estate_construction,high
pendulum,consumer_brands,high
perbadanan-bekalan-air-pulau-pinang-sdn-bhd,energy_utilities,high
percetakan-tenaga-sdn-bhd,media_entertainment,medium
peritus-inc,consulting_professional_services,high
permutive,tech_software_internet,high
pet-universe-sdn-bhd,consumer_brands,high
petroliam-nasional-berhad-petronas,energy_utilities,high
pgf-insulation-sdn-bhd-a-company-of-pgf-capital-berhad,manufacturing,high
phia,tech_software_internet,high
phillip-securities-pte-ltd,finance_fintech,high
pilot-fiber,telecommunications,high
pinnacle-live,media_entertainment,high
pkl-manufacturers-sdn-bhd,manufacturing,high
point-one-navigation,tech_hardware_semiconductors,high
pointc,finance_insurance,high
